被评人工号,一级组织,二级组织,三级组织,四级组织,五级组织,六级组织,被评人问卷,关系,评估人工号,理解公司战略并洞察本领域的内外部环境，识别风险点和挖掘业务增长的机会点,根据年度战略规划进行系统思考，梳理本部门的策略和重点工作事项，并制定具体可执行的计划,根据部门重点工作目标和资源现状，平衡效益和风险，在工作中做出正确判断和行动，快速推动战略落地,主动识别和记录业务管理中遇到的问题和挑战，创造性地提出改进设想并推动落地,在日常工作中，积极采取新措施和尝试新方法，持续提升工作效率,积极倾听部门成员的创新想法，建立激励机制，奖励成功实施创新想法的个人或团队，同时认可那些虽未成功但勇于尝试的创新行为,主动地学习、理解和尊重不同文化，持续提升自身的国际化视野,认识到不同视角、立场或文化带来的价值和风险，结合对各地区差异的理解，形成合理的管理机制,有效地发挥跨部门影响力，链接跨部门资源，推进复杂问题的解决,把响应客户需求作为首要任务，积极倾听，快速响应内外部客户的需求,帮助内外部客户解决问题，确保最终的产品或服务让客户满意,深入洞察，持续跟踪内外部客户需求及满足情况，建立稳定良好的客户关系,主动探索和学习本领域相关的数字化技术、AI等，引入至部门工作中，有效提升工作效率,积极参与公司数字化项目，助力公司数字化变革成功,根据部门目标，制定部门内部及跨部门的工作流程和沟通协作机制，促进工作高效开展,梳理部门成员能力现状，合理规划人才队伍，建立人才梯队,为部门设立高绩效标准，通过授权、激励、辅导等形式，挖掘员工潜力，带领部门持续打胜仗,在部门内营造良好的学习氛围，结合部门需求与员工的发展意愿，为团队成员提供多样的学习和挑战机会,对员工表现给予及时反馈，表扬优秀与进步，对于不足之处提供合理的改进建议，从而帮助员工持续提升工作表现与能力,主动识别需要完成的任务并积极采取行动，不会被动等待他人的要求,以结果为导向，并能够在过程中合理规划人力、时间、预算等各项资源，及时跟进落地情况，不断推动结果达成,深刻理解公司文化内涵，以身作则，积极践行并主动传播文化价值观，保持其日常行为与价值观导向高度一致,重视文化建设，关注员工体验，将部门日常工作与公司文化紧密结合，积极参与并推进文化传播活动，表彰积极践行文化的行为，在部门内营造良好的文化氛围,以坦诚精神、言出必行和公开透明的作风，建立与同事间的信赖和信任感，构建简单、互信、尊重、友爱的人际关系,自觉维护团结，能够顾全大局，多帮助多补位,树立“合规”意识，带头践行合规文化，将合规理念贯穿于日常经营行动的每一个环节,杜绝官僚主义作风，不拉帮结派，不搞权力斗争，不任人唯亲，不默认、纵容下属的任何迎合和奉承行为,树立道德高线，严守纪律底线,请列举2-3个您认为被评估人表现出色并值得他人学习的行为。,请指出2-3个您认为被评估人有可发展空间的方面，并提供具体的发展建议。,您对被评估人的其他建议？,司龄,年龄,直接下属人数,上一次晋升时间,一级序列,二级序列,去年年度绩效数据
10014226,光储集团,营销体系,欧洲大区,德语区、北欧、荷比卢、土耳其,荷比卢,,执行层,下级,10025555,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,"Comprehend corporate strategy, analyze internal and external industry landscapes, identify risks and tap into business growth opportunities.","Proactively engage with creative and innovative proposals from department members, develop a sound incentive system to commend high-impact innovation practices delivered by individuals or teams. In addition, give full recognition to courageous innovation attempts regardless of final results.",No,3.3,36,14,,营销,商务销售,B+
10014226,光储集团,营销体系,欧洲大区,德语区、北欧、荷比卢、土耳其,荷比卢,,执行层,下级,10021161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,36,14,,营销,商务销售,B+
10014226,光储集团,营销体系,欧洲大区,德语区、北欧、荷比卢、土耳其,荷比卢,,执行层,下级,10017953,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I don’t know,Communication ,No suggestions,3.3,36,14,,营销,商务销售,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,上级,10013915,3,4,4,4,4,4,5,4,3,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,善于发现团队成员优点,加强跨部门沟通能力，更多跨部门展现个人/团队,个人技能提升,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,下级,10013929,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,快速识别出AI在DSP控制软件中的巨大作用，积极推动应用，使本部门AI应用水平，在公司中排前列，大大提高了工作效率。,加强身体锻炼，更好的身体，更好的工作效率,无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,下级,10028370,5,5,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"1.有创新想法，且会付出实施；
2.结合团队每个人的特点，安排不同的项目工作；",建议放松一点，不要有太大压力,暂无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,下级,10034654,5,5,5,4,4,5,4,5,5,5,5,4,5,4,4,4,5,5,4,5,5,4,5,4,5,5,4,5,无,无,无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,下级,10034878,4,5,5,4,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,5,5,4,5,4,4,5,5,包容、开放、尊重、思考全面,暂无,暂无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,下级,10034940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,下级,10036626,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,"在部门内营造良好的学习氛围，结合部门需求与员工的发展意愿，为团队成员提供多样的学习和挑战机会。
积极参与公司数字化项目，助力公司数字化变革成功
积极倾听部门成员的创新想法，建立激励机制，奖励成功实施创新想法的个人或团队，同时认可那些虽未成功但勇于尝试的创新行为",树立“合规”意识，带头践行合规文化，将合规理念贯穿于日常经营行动的每一个环节,无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10014592,3,3,3,3,4,3,2,2,2,3,4,4,,,,,,,,2,3,2,2,4,2,5,5,5,耐心倾听和讲解产品技术要点,外部门协同的事务中，可以再主动积极点,无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10016309,4,4,4,4,4,3,3,4,4,4,4,4,,,,,,,,4,4,4,4,4,3,4,4,4,积极使用AI,深入代码；以技术角度驱动管理,暂无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10016786,4,5,4,4,5,4,4,4,4,5,4,4,,,,,,,,5,4,5,4,5,4,4,4,5,乐于沟通，项目遇到问题能快速响应。,无,无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10019090,3,4,4,4,3,4,3,4,4,4,4,3,,,,,,,,4,4,4,4,5,4,4,4,5,"1. 深入一线，带领团队攻坚，有丰富的领域知识
2. 问题解决者，可以闭环","1. 多接触新的软件管理方法和软件技术，提效提质
2. 多推进共平台，提炼公共组件",多尝试和验证非算法层面的新方案,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10022367,4,4,4,4,4,4,3,3,3,4,4,4,,,,,,,,5,3,4,3,4,4,4,3,5,认真听取他人意见,无,无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10025120,2,2,3,2,3,3,4,4,4,4,4,3,,,,,,,,3,3,4,3,4,4,3,3,4,交集少，不了解,交集少，不了解,交集少，不了解,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10026770,2,4,3,3,3,4,3,3,2,3,3,3,,,,,,,,2,3,4,3,3,2,4,5,5,暂无,1、更多的以满足客户需求为目标,暂无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10036170,5,4,4,4,4,4,4,4,4,4,5,4,,,,,,,,4,4,4,4,4,5,4,5,5,积极参与技术难点和严重市场问题的处理，给出专业技术解决意见及验证方案，推动协同部门快速处理,多与协同部门沟通，保持信息同步,加强协调部门沟通,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10042234,5,5,5,4,4,3,3,3,4,3,3,3,,,,,,,,3,3,4,2,3,3,3,3,4,问题推动快,无,无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10046103,5,5,4,4,4,3,4,3,3,3,4,3,,,,,,,,4,4,4,3,4,4,4,5,5,"对新技术和新工具的态度积极；
做事严谨；
积极分享。",无,无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,协同方,10046398,4,4,4,4,4,3,5,4,3,5,5,3,,,,,,,,4,4,5,3,4,5,4,5,5,不惧困难勇往直前,暂无,暂无,3.8,34,5,,产品与研发,控制软件,B+
10009774,光储集团,充电事业部,产品中心,研发中心,软件平台,控制软件部,执行层,自己,10009774,4,5,5,4,5,5,4,5,3,5,5,5,5,4,5,5,4,5,5,4,4,5,5,5,5,4,5,5,无,无,无,3.8,34,5,,产品与研发,控制软件,B+
10014226,光储集团,营销体系,欧洲大区,德语区、北欧、荷比卢、土耳其,荷比卢,,执行层,上级,10009084,4,3,3,4,4,3,3,3,4,3,4,5,3,4,3,2,3,2,3,5,4,3,2,3,3,2,3,4,Very hard working and has made some positive changes in Benelux region. Quickly understood the market and focusing on customer relationship.,Needs to build a more diverse and stable team in Benelux. Currently the team not in a good condition and many colleagues have left teh company in the past year in his region.,-,3.3,36,14,,营销,商务销售,B+
10014117,阳光商研院,经营力学院,,,,,执行层,自己,10014117,3,4,4,3,4,4,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,3,4,4,5,5,5,深度学习、助力他人、合作意识,"1、提升个人的领导力，更好地建立信任及激励他人；
2、提升公司的业务理解能力，更好地设计出能够赋能业务的培训项目。",无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10015204,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,主动积极；热爱学习,暂无,暂无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10012241,4,5,4,4,4,4,4,4,5,5,5,5,,,,,,,,4,5,5,4,5,5,5,5,5,严谨规划、持续学习、钻研精神、协作补位,"试错精神、敏捷响应。
客观归因，拒绝自我否定。
限制决策思考时间，拒绝过度内耗。",无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10010532,5,5,4,5,5,5,5,5,4,5,5,5,,,,,,,,5,5,5,4,5,5,5,5,5,"1、认真对待协同诉求
2、尽自己最大努力澄清困难、提供资源。
3、努力提升自己和团队的各项能力。",暂无,暂无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10010435,3,3,4,4,4,4,3,3,3,4,4,4,,,,,,,,4,4,5,4,5,5,5,5,5,学习能力很强、严谨细致,国际化、数字化方面,暂无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10007421,4,5,4,4,5,5,5,4,4,4,5,5,,,,,,,,4,4,4,5,4,4,5,5,5,善于倾听、沟通、协作,暂无,暂无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10002261,4,4,4,3,3,3,3,3,4,3,3,3,,,,,,,,4,4,4,4,4,4,4,4,4,积极跟踪，反馈进展,无,无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10001540,5,5,5,5,5,5,4,4,4,4,5,5,,,,,,,,5,5,4,5,4,5,5,5,5,"1,热情的辅导学员
2，对学员负责
3，同理心强，情绪照顾做的好",无,无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10001394,5,4,4,5,5,4,4,4,4,4,5,5,,,,,,,,4,4,4,4,4,4,5,5,5,授课老师专业素养扎实，讲解通俗易懂、条理清晰。授课耐心细致，互动氛围良好，内容贴合工作实际，受益匪浅，非常认可老师的教学,老师授课专业认真，讲解细致易懂，课堂节奏把控良好。建议后续可增加案例实操与互动问答，结合岗位实例讲解，进一步提升学习效果。,"1.建议适当压缩理论时长，增加小组讨论环节，丰富课堂形式，提升学员参与积极性。
2.建议多分享行业前沿经验与实操技巧，内容更贴合日常工作，助力学以致用。",6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,协同方,10001012,4,5,5,5,5,5,5,5,4,5,4,5,,,,,,,,5,5,5,5,5,5,5,5,5,耐心倾听协作方意见，反复打磨课程案例，多视角调研，尊重差异，科学决策,无,无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,下级,10020817,5,5,5,5,4,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,1、主动学习补充自身专业知识，提高能力；2、综合下属表现合理安排任务；3、做项目时发挥良好的带头作用认真负责,1、抓大放小，严谨开放；2、提高洞察敏锐度,更加果断一点会更好,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,下级,10015873,4,4,3,3,3,4,3,4,3,5,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4,4,5,5,"能够听取别人的建议，并作出改变；
学习认真，起到学习表率的作用。",决策需要更有魄力,无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,下级,10015207,5,5,4,5,5,5,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,"1、经营理论学习扎实，对于不懂的内容往往选择第一时间研究清楚；
2、设计项目从学员需求出发，不怕困难，致力于真正解决学员痛点。",增强部门内部信息互享时效,无,6,38,3,,赋能管理,赋能管理,B+
10014117,阳光商研院,经营力学院,,,,,执行层,上级,10011854,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,1、积极服务内部客户，尽最大可能客户的需求。2、积极学习与经营力赋能相关的知识，不断提升自己的专业能力。 3、在团队内部打造了简单、舒适、可信任的关系，避免团队内部的内耗。,1、继续提升领导力，对下属做的不好的地方要及时反馈。2、继续提升专业能力，赋能更多的经营类人才，为公司实现经营目标努力。,提升衣品。,6,38,3,,赋能管理,赋能管理,B+
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,自己,10014059,5,4,3,5,4,3,4,3,3,4,3,4,5,3,3,3,3,4,3,3,3,4,3,5,4,4,5,3,客观分析现状，拉通资源寻找可行路径,提高执行力,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10028619,4,4,4,4,4,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,无,无,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10011654,4,5,5,5,5,5,4,4,4,5,5,5,,,,,,,,5,5,5,5,4,5,4,4,4,"1. 思路清晰
2. 能力出众",无,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10017582,5,5,4,4,4,5,5,5,5,4,5,5,,,,,,,,5,4,5,5,5,4,5,4,4,对方技术能力突出，能够精准理解业务诉求，定制化方案落地效果良好。对接人员专业耐心，主动跟进项目进展,推进新项目/新任务时，可提前做好风险预判与预案，增强兜底能力。,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10020768,4,4,5,4,4,1,5,4,2,3,4,5,,,,,,,,4,4,3,2,1,2,5,5,5,对市场、产品了解深入,对外、对内交流注意表达方式,能力很强的专家，但风格鲜明,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10023097,5,4,5,4,4,4,5,5,5,4,5,4,,,,,,,,5,5,5,4,5,4,4,4,5,学习能力强，表达能力强，英语好,无,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10002705,4,3,2,2,3,3,3,3,2,3,3,4,,,,,,,,3,3,4,3,4,3,3,4,4,善于思考，压力下能坚持自己的意见,执行力要提升,要关注团队发展,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10001524,4,4,4,3,3,4,4,3,3,4,4,4,,,,,,,,4,3,3,4,3,3,4,4,4,逻辑思维明捷，敢说敢干,年轻气盛，同理心有待提升,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10001442,3,4,3,3,3,3,3,2,3,4,3,3,,,,,,,,4,3,3,3,4,3,3,4,4,做事有主见有想法,学会积极倾听和高效协同,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10000752,5,5,5,5,3,3,4,4,4,5,4,5,,,,,,,,5,5,5,4,4,5,4,5,5,逻辑闭环、敢于决策、勇于说No,多一些耐心，听取他人意见和建议,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,协同方,10000740,4,4,5,4,4,4,5,4,4,5,4,5,,,,,,,,5,4,5,4,5,5,5,5,5,、,、,、,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10032049,3,2,2,3,3,4,4,5,3,3,2,3,1,1,3,3,1,2,3,4,4,3,3,3,3,3,3,2,工作主动性较好，积极向上管理和汇报，为部门争取资源,多团建,暂无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10029474,5,5,5,5,5,4,5,4,5,4,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,产品思维强，视角站位高,无,无,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10026880,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,5,5,4,4,4,3,4,5,4,5,5,"1.优先级排序： 在资源有限的情况下，能够科学地判断“做什么”和“不做什么”，确保每一分研发投入都能带来最大的商业回报。
2.长期主义： 能够平衡短期利益与长期目标，制定清晰的产品演进路线图，确保产品生命周期管理的连贯性。","1.重视“恢复”：休息也是训练的一部分
很多人失败是因为太急，练得太狠，导致受伤或倦怠。长期主义者最懂得休息的价值。
睡眠是王道： 所有的肌肉修复、激素调节都在睡眠中完成。保证7-8小时高质量睡眠是底线。
主动恢复： 在休息日做一些拉伸、瑜伽或散步，促进血液循环，而不是完全躺着不动。
倾听身体： 如果感到关节疼痛或极度疲劳，立刻停下来。带伤坚持不是勇敢，是愚蠢，因为这会打断你的长期进程。

2.“静水流深。”
你的逻辑是你的武器，而平静的语言是你的鞘。
不用刻意去“演”冷静，而是通过深呼吸和逻辑梳理，让自己真的进入一种“解题模式”。当你把沟通看作是一道待解的逻辑题，而不是一场情绪宣泄时，那种自然的平静感，就是最强大的说服力。",将“修身”与“修心”同步进行。在保持逻辑优势的同时，刻意练习“降速沟通”——在输出观点前，先停顿三秒，用更平和的语言包裹锋利的逻辑，实现从“说服”到“影响”的转变。同时，必须将“体能训练”纳入核心KPI，通过规律的运动（如长跑、游泳）来磨练耐性、释放压力。只有当他的身体足够强壮，心态足够平和，他那把“逻辑之刃”才能真正成为团队的利器，而不是伤人的凶器。,6.1,33,9,3/9/2026,产品与研发,产品,A
10014059,光储集团,地面光伏事业部,产品规划与市场部,规划部,,,执行层,下级,10026861,5,5,4,4,5,4,5,4,4,4,4,5,5,5,4,4,4,4,5,4,5,5,4,5,4,4,5,4,"1、产品创新能力与思路；
2、极佳的沟通能力。",暂无。,暂无。,6.1,33,9,3/9/2026,产品与研发,产品,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,上级,10001001,5,5,5,5,4,5,4,5,4,5,4,4,5,5,5,5,5,4,4,5,5,5,4,4,4,5,4,5,暂无,暂无,暂无,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,下级,10013636,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,专业性强，目标清晰，客户导向，结果导向，值得学习,暂无,暂无,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,下级,10017751,4,5,5,5,4,5,4,5,5,4,4,4,3,5,5,3,5,5,5,4,5,4,4,5,5,5,4,5,具有领导力，领导团队方式得当。,无,很优秀的领导,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,下级,10038089,4,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,"1.深入一线，陪同我一起前往日韩，了解区域我会遇到的问题和瓶颈，给出切实的指导意见。
2.充分信任下属，在我提供足够证据和可信逻辑时给与足够高的自由度和权限帮助我高效推进工作。
3.充分向我宣贯总部的战略策略和部门的工作方向，帮助我更深理解总部战略方向，站在更高的视角制定计划，推动落地。",暂无,暂无,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,下级,10047113,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,对于工作中出现的新问题，总是能看到问题的关键，并及给出有效的解决方案。,跨文化学习,暂无,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10007215,5,4,5,5,4,4,4,4,5,5,4,5,,,,,,,,4,4,5,5,4,5,4,5,4,Aggressive in approach which is most important when in front and interaction happens with customers,NA,No,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10010122,5,5,5,5,5,5,5,4,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,"Laser-Focused Problem Solving: He always pinpoints the root cause of an issue and knows exactly what actions need to be taken, executing solutions with high precision and clarity.

Market Intelligence and Agility: He shows an exceptional commitment to understanding local market dynamics and customer needs quickly and thoroughly, adapting to regional nuances remarkably fast.

Exceptional Cross-Border Collaboration: He demonstrates a powerful willingness to support regional teams and has been instrumental in serving as an invaluable communication bridge with headquarters.","Enhanced Internal Empathy: I suggest he dedicate more time to actively listening to the unique difficulties and operational challenges of local colleagues. Building a more open, supportive dialogue will greatly boost regional collaboration.

Proactive Client Face-Time: I recommend he increase his efforts to engage directly with clients in the field. Making time for face-to-face meetings to hear customer pain points firsthand will lead to more accurate market solutions and stronger long-term relationships.

Strategic Brand Building via Service Collaboration: To overwhelming outperform low-price competitors, he needs to proactively partner with the Service Team. I suggest he aggressively lead a strategy that leverages our superior service capabilities to reinforce and elevate our premium brand identity, securing a sustainable competitive edge.","He is doing an absolutely fantastic job in his new position. He is incredibly smart, highly capable, and his strong bias for action is truly impressive. As he continues to grow in this role, I wish him all the best in becoming a truly well-rounded leader—one who maintains a healthy work-life balance, leads with a warm and empathetic heart, yet possesses a sharp, strategic insight. He has an amazing future ahead, and I look forward to seeing his continued success",9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10012082,5,5,5,5,5,4,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,项目和客户开发经验丰富，沟通交流能力强,期待将项目和客户经验更多与本地分享，达成共赢。,无,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10012514,5,5,4,5,4,4,5,4,5,5,5,5,,,,,,,,5,4,4,4,4,4,5,5,5,"1. 主动补位，不推诿。作为赛道负责人，当业务流程中有一些模糊边界的时候，他会主动承担，避免了真空地带，保证业务正常开展； 
2. 响应及时，闭环意识强。论多晚，发给他的协同需求总能得到快速响应，并且事事有回音。即使暂时无法解决，他也会主动告知进度，让人非常放心。","1. 建议对于下属或新人协作时，引导他们去更多的自我思考，避免直接给他们答案，更利于他们的成长
2. 有时候当对方情绪激动时，容易陷入“讲道理”模式，忽略了先处理情绪再处理事情。建议遇到情绪化的沟通时，先让对方情绪降温后，理性对话才能生效。",你解决了很多跨部门的“疑难杂症”，这些经验非常宝贵。建议你可以把这些高频问题和解决方案整理成简易的FAQ或协作文档，分享给团队，这既能帮大家避坑，也能强化你的专家形象。,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10014287,5,5,5,5,5,4,5,5,5,5,5,5,,,,,,,,5,5,5,4,4,5,4,4,5,暂无,暂无,暂无,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10015001,5,5,5,5,5,5,4,4,4,5,5,4,,,,,,,,4,4,5,5,4,4,4,4,4,非常努力，对于工作投入度高；善于思考，总结规律，做事情有激情。,有时候不顾及别人面子，非常直接，结果导向的人员，有时候要换位思考。,希望能够照顾好自己身体，常年出差，熬夜通宵很辛苦。,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10017042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10019721,4,4,3,4,4,3,5,4,5,5,5,5,,,,,,,,5,5,4,5,4,4,4,5,4,积极主动，执行力强,协调能力强，性格外向，适合接近客户或者内部协调的工作,/,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10023559,4,4,3,3,5,5,4,4,3,4,4,5,,,,,,,,3,4,4,5,5,4,4,5,5,技术出身，业务能力强，执行力强，思路灵活，总能找到解决办法。,战略业务布局层面。,客情关系的深入发展。,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10005363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,33,4,,营销,商务销售,A
10009813,光储集团,营销体系,亚太大区,直销业务部,,,执行层,协同方,10033096,5,5,5,4,5,4,4,5,5,5,5,5,,,,,,,,5,4,5,4,5,5,5,4,5,战略规划高屋建瓴，并具有极强落地能力，跨部门协调能力极强,暂无,暂无,9,33,4,,营销,商务销售,A
